"","Shruti_Cod","Catalog_Nu","Species","Year","County","Institutio","SVL","Lifestage","Zswab_scor","Bioregion","Decimal_La","Decimal_Lo","Decade","Elevation","Disease_St","Coordinate","Collector","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","Built2009","crop2005","Lights2009","NavWat2009","Pastur2009","Popden2009","Railways","Roads","HFP2009","HFP2009_in","amph_rich","lakepond","swampmarsh","IceMass","Playa","streamperr","streaminte","coastline","artificial","pipeline","canalditch","connector","elev_m","ai_yr","pet_yr","aet_yr","crops_2","built_2","pasture_2","popdens_2","navwater_2","lights_2","hfp_2","rail_2","roads_2","dist.closest.wb","cat.closest.wb"
"955",431,74790,"Taricha torosa",1962,"Orange","MVZ",55.4,"Terrestrial",0,"Desert",33.74,-117.58,1960,797.8,0,0,"Robert G. Crippen",146,139,49,5098,305,24,281,91,211,218,89,713,138,2,88,391,11,23,375,0,0,4,0,0,4,0,0.250773,8.25077,8,15,9069.27,32540.7,369619,92053.3,7234.9,178.709,29099.8,11747.4,10941.8,14357.6,9776.5,807,5324,1324,593,0,0,0,4,0,5,9.25082,0,0.250815,178.709,"streaminte"
"956",432,74786,"Taricha torosa",1962,"Orange","MVZ",67.4,"Aquatic",0,"Desert",33.74,-117.58,1960,797.8,0,0,"Robert G. Crippen",146,139,49,5098,305,24,281,91,211,218,89,713,138,2,88,391,11,23,375,0,0,4,0,0,4,0,0.250773,8.25077,8,15,9069.27,32540.7,369619,92053.3,7234.9,178.709,29099.8,11747.4,10941.8,14357.6,9776.5,807,5324,1324,593,0,0,0,4,0,5,9.25082,0,0.250815,178.709,"streaminte"
"957",434,74787,"Taricha torosa",1962,"Orange","MVZ",67.3,"Terrestrial",0,"Desert",33.74,-117.58,1960,797.8,0,0,"Robert G. Crippen",146,139,49,5098,305,24,281,91,211,218,89,713,138,2,88,391,11,23,375,0,0,4,0,0,4,0,0.250773,8.25077,8,15,9069.27,32540.7,369619,92053.3,7234.9,178.709,29099.8,11747.4,10941.8,14357.6,9776.5,807,5324,1324,593,0,0,0,4,0,5,9.25082,0,0.250815,178.709,"streaminte"
"958",435,74791,"Taricha torosa",1962,"Orange","MVZ",68.4,"Terrestrial",0,"Desert",33.74,-117.58,1960,797.8,0,0,"Robert G. Crippen",146,139,49,5098,305,24,281,91,211,218,89,713,138,2,88,391,11,23,375,0,0,4,0,0,4,0,0.250773,8.25077,8,15,9069.27,32540.7,369619,92053.3,7234.9,178.709,29099.8,11747.4,10941.8,14357.6,9776.5,807,5324,1324,593,0,0,0,4,0,5,9.25082,0,0.250815,178.709,"streaminte"
"959",436,74788,"Taricha torosa",1962,"Orange","MVZ",65.8,"Aquatic",0,"Desert",33.74,-117.58,1960,797.8,0,0,"Robert G. Crippen",146,139,49,5098,305,24,281,91,211,218,89,713,138,2,88,391,11,23,375,0,0,4,0,0,4,0,0.250773,8.25077,8,15,9069.27,32540.7,369619,92053.3,7234.9,178.709,29099.8,11747.4,10941.8,14357.6,9776.5,807,5324,1324,593,0,0,0,4,0,5,9.25082,0,0.250815,178.709,"streaminte"
"960",66,256954,"Taricha granulosa",1962,"Trinity","CAS",60.39,"Aquatic",0,"Klamath",40.628475,-123.378922,1960,469.7,0,0,"L. Frank",128,162,48,6085,333,0,333,58,208,208,56,1107,202,4,81,578,30,44,556,0,0,0,0,0,1,0,0,1,1,16,17277.6,64527,49725.1,142717,7.89482,3076.61,63612.9,19132,53497.3,62052,14937.1,478,8482,1318,629,0,0,0,1,0,0,1,0,0,7.89482,"streamperr"
"961",82,91723,"Taricha granulosa",1962,"Mendocino","CAS",71,"Terrestrial",0,"Klamath",39.166183,-123.249517,1960,277.9,0,0,"student",132,157,53,4862,306,10,296,75,195,197,75,1133,231,2,87,605,14,26,605,0,0,5,0,0,6,0,0.436702,11.4367,11,18,5305.17,128835,201593,116829,85.464,513.482,40199.9,5373.69,24112.6,17438.9,6535.29,264,8804,1296,643,0,10,0,6,0,8,24.7575,0,0.757507,85.464,"streamperr"
"962",83,91724,"Taricha granulosa",1962,"Mendocino","CAS",74.3,"Terrestrial",0,"Klamath",39.166183,-123.249517,1960,277.9,0,0,"student",132,157,53,4862,306,10,296,75,195,197,75,1133,231,2,87,605,14,26,605,0,0,5,0,0,6,0,0.436702,11.4367,11,18,5305.17,128835,201593,116829,85.464,513.482,40199.9,5373.69,24112.6,17438.9,6535.29,264,8804,1296,643,0,10,0,6,0,8,24.7575,0,0.757507,85.464,"streamperr"
"963",160,93409,"Taricha sierrae",1962,"Tulare","CAS",75.62,"Terrestrial",108.8,"Central Valley",36.158425,-118.669536,1960,1097.28,1,0,"C.W. Brown",130,145,44,6551,317,-12,329,62,217,217,54,568,106,2,81,293,14,14,288,0,0,0,0,0,1,0,8,9,9,9,13421,61192.4,96371,61264.4,215.709,603,209772,13421,1801.4,13578.3,6896.27,1173,4418,1281,479,0,0,0,1,0,0,9,0,8,215.709,"streamperr"
"964",161,93410,"Taricha sierrae",1962,"Tulare","CAS",75.58,"Terrestrial",1.664,"Central Valley",36.158425,-118.669536,1960,1097.28,1,0,"C.W. Brown",130,145,44,6551,317,-12,329,62,217,217,54,568,106,2,81,293,14,14,288,0,0,0,0,0,1,0,8,9,9,9,13421,61192.4,96371,61264.4,215.709,603,209772,13421,1801.4,13578.3,6896.27,1173,4418,1281,479,0,0,0,1,0,0,9,0,8,215.709,"streamperr"
"965",198,93411,"Taricha torosa",1962,"Alameda","CAS",67.68,"Terrestrial",3.048,"Central Valley",37.897222,-122.250556,1960,239.2,1,0,"S.C. Anderson",140,106,53,3484,246,48,198,96,179,184,96,722,150,1,87,379,9,13,379,10,0,10,0.0714894,0,10,0,0.436702,30.5082,30,10,0,26055.2,257495,144973,23.003,278.229,5216.21,11.273,2547.39,6125.26,11399.3,251,6785,1092,565,0,10,0,10,0.159884,10,30.9174,0,0.757507,0,"lakepond"
"966",199,92847,"Taricha torosa",1962,"Lake","CAS",59.6,"Terrestrial",0,"Klamath",38.764089,-122.696639,1960,480.8,0,1822,"Brother Lawrence",133,159,49,5590,323,3,320,68,207,207,68,1015,216,2,90,553,12,12,553,0,0,1,0,0,4,0,0.852498,5.8525,5,15,5804.9,68837.4,246445,120234,20.455,2403.29,51253.1,5804.9,73741.3,15280.5,18915.5,479,7759,1321,617,0,0,0,4,0,1,5.8525,0,0.852498,20.455,"streamperr"
"967",495,93513,"Taricha granulosa",1962,"Marin","CAS",67.35,"Terrestrial",0,"Central Coast",37.931667,-122.6889,1960,2.1,0,0,"B.H. Banta and USF Herpetology Class",136,100,54,2980,232,47,185,101,168,173,97,916,197,1,91,504,10,14,500,0,0,0,0,0,0,0,0,0,0,13,3391.21,26904.3,295860,183527,2.56737,2314.61,30.6933,4011.6,5040.64,18342.2,4445.42,2,9187,1022,579,0,0,0,0,0,0,0,0,0,2.56737,"streamperr"
"968",496,93515,"Taricha granulosa",1962,"Marin","CAS",73.3,"Terrestrial",0,"Central Coast",37.931667,-122.6889,1960,2.1,0,0,"B.H. Banta and USF Herpetology Class",136,100,54,2980,232,47,185,101,168,173,97,916,197,1,91,504,10,14,500,0,0,0,0,0,0,0,0,0,0,13,3391.21,26904.3,295860,183527,2.56737,2314.61,30.6933,4011.6,5040.64,18342.2,4445.42,2,9187,1022,579,0,0,0,0,0,0,0,0,0,2.56737,"streamperr"
"969",497,93516,"Taricha granulosa",1962,"Marin","CAS",74.77,"Terrestrial",0,"Central Coast",37.931667,-122.6889,1960,2.1,0,0,"B.H. Banta and USF Herpetology Class",136,100,54,2980,232,47,185,101,168,173,97,916,197,1,91,504,10,14,500,0,0,0,0,0,0,0,0,0,0,13,3391.21,26904.3,295860,183527,2.56737,2314.61,30.6933,4011.6,5040.64,18342.2,4445.42,2,9187,1022,579,0,0,0,0,0,0,0,0,0,2.56737,"streamperr"
"970",498,93518,"Taricha granulosa",1962,"Marin","CAS",63.84,"Terrestrial",0,"Central Coast",37.931667,-122.6889,1960,2.1,0,0,"B.H. Banta and USF Herpetology Class",136,100,54,2980,232,47,185,101,168,173,97,916,197,1,91,504,10,14,500,0,0,0,0,0,0,0,0,0,0,13,3391.21,26904.3,295860,183527,2.56737,2314.61,30.6933,4011.6,5040.64,18342.2,4445.42,2,9187,1022,579,0,0,0,0,0,0,0,0,0,2.56737,"streamperr"
"971",499,93519,"Taricha granulosa",1962,"Marin","CAS",57.68,"Terrestrial",0,"Central Coast",37.931667,-122.6889,1960,2.1,0,0,"B.H. Banta and USF Herpetology Class",136,100,54,2980,232,47,185,101,168,173,97,916,197,1,91,504,10,14,500,0,0,0,0,0,0,0,0,0,0,13,3391.21,26904.3,295860,183527,2.56737,2314.61,30.6933,4011.6,5040.64,18342.2,4445.42,2,9187,1022,579,0,0,0,0,0,0,0,0,0,2.56737,"streamperr"
"972",887,77929,"Taricha torosa",1962,"Yolo","MVZ",31.28,"Aquatic",0,"Central Valley",38.514458,-122.101328,1960,97.4,0,403,"┬áRichard R. Montanucci",155,154,48,5804,340,22,318,83,228,228,83,680,151,1,91,378,7,7,378,0,0,0,0,1,4,0,8,13,13,10,765.726,19142.7,250628,136174,127.546,256.701,42206.8,322.756,34883.9,9062.13,9802.66,87,4815,1412,568,0,0,1,4,0,0,9,0,4,127.546,"streamperr"
"973",888,77930,"Taricha torosa",1962,"Yolo","MVZ",27.19,"Aquatic",0,"Central Valley",38.514458,-122.101328,1960,97.4,0,403,"┬áRichard R. Montanucci",155,154,48,5804,340,22,318,83,228,228,83,680,151,1,91,378,7,7,378,0,0,0,0,1,4,0,8,13,13,10,765.726,19142.7,250628,136174,127.546,256.701,42206.8,322.756,34883.9,9062.13,9802.66,87,4815,1412,568,0,0,1,4,0,0,9,0,4,127.546,"streamperr"
"974",893,76795,"Taricha torosa",1962,"Amador","MVZ",51.41,"Terrestrial",0,"Sierra",38.507251,-120.634862,1960,785.1,0,3493,"┬áCharles W. Brown",140,145,45,6328,331,10,321,74,223,225,68,1141,200,5,79,549,21,34,549,0,0,0,0,0,3,0,0.251985,3.25198,3,11,6793.27,32984.2,129428,92505.1,138.621,181.03,112506,12344.4,11586.2,3511.15,12534.2,785,8520,1318,667,0,0,0,3,0,0,3.25133,0,0.25133,138.621,"streamperr"
"975",1163,76793,"Taricha torosa",1962,"Tulare","MVZ",69.4,"Aquatic",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"Charles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"976",1168,76788,"Taricha torosa",1962,"Tulare","MVZ",79,"Aquatic",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"Charles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"977",1169,76790,"Taricha torosa",1962,"Tulare","MVZ",66.7,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"Charles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"978",1170,76792,"Taricha torosa",1962,"Tulare","MVZ",68.3,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"Charles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"979",551,92185,"Taricha torosa",1962,"Marin","CAS",77.65,"Aquatic",0,"Central Coast",38.1075,-122.568611,1960,5.2,0,0,"E.L. Kessel",141,123,54,3808,262,38,224,90,184,187,90,794,187,1,95,465,8,11,465,10,0,10,0.0246165,0,9,0,4,33.0246,33,12,4536.16,21580.2,285329,177947,548.187,820.6,6499.14,5085.76,15361.3,3305.14,12661.8,4,6814,1171,575,0,10,0,9,0.0714894,10,37.0715,0,8,548.187,"streamperr"
"980",702,93408,"Taricha torosa",1962,"Orange","CAS",57.37,"Aquatic",0,"Desert",33.746678,-117.671994,1960,297.5,0,4743,"R.G. Crippen",169,137,54,4124,307,54,253,125,220,227,122,365,69,3,81,196,13,20,186,0,0,6,0,0,7,0,0.436702,13.4367,13,15,638.539,32842.3,367276,95654.4,2981.87,168.677,22526.5,4062.99,6177.58,6645.1,8760.93,299,2639,1379,309,0,0,0,7,0,6,13.4367,0,0.436702,168.677,"streaminte"
"981",724,91744,"Taricha torosa",1962,"Santa Cruz","CAS",75.07,"Terrestrial",0,"Central Coast",37.017272,-121.904458,1960,68,0,3230,"A.E. Leviton and F.W. Schuierer",140,131,58,3391,256,33,223,97,179,183,97,701,152,2,91,389,7,12,389,0,0,5,0.219629,0,7,0,0.415076,12.6347,12,16,8234.84,32706,245350,129619,33.7446,291.538,4906.17,8250.91,42804.3,17865,7525.07,109,5851,1198,580,0,0,0,7,0.219629,5,12.6347,0,0.415076,33.7446,"streamperr"
"982",725,91745,"Taricha torosa",1962,"Santa Cruz","CAS",73.41,"Terrestrial",0,"Central Coast",37.017272,-121.904458,1960,68,0,3230,"A.E. Leviton and F.W. Schuierer",140,131,58,3391,256,33,223,97,179,183,97,701,152,2,91,389,7,12,389,0,0,5,0.219629,0,7,0,0.415076,12.6347,12,16,8234.84,32706,245350,129619,33.7446,291.538,4906.17,8250.91,42804.3,17865,7525.07,109,5851,1198,580,0,0,0,7,0.219629,5,12.6347,0,0.415076,33.7446,"streamperr"
"983",726,91746,"Taricha torosa",1962,"Santa Cruz","CAS",72.91,"Terrestrial",0,"Central Coast",37.017272,-121.904458,1960,68,0,3230,"A.E. Leviton and F.W. Schuierer",140,131,58,3391,256,33,223,97,179,183,97,701,152,2,91,389,7,12,389,0,0,5,0.219629,0,7,0,0.415076,12.6347,12,16,8234.84,32706,245350,129619,33.7446,291.538,4906.17,8250.91,42804.3,17865,7525.07,109,5851,1198,580,0,0,0,7,0.219629,5,12.6347,0,0.415076,33.7446,"streamperr"
"984",727,91747,"Taricha torosa",1962,"Santa Cruz","CAS",73.69,"Terrestrial",0,"Central Coast",37.017272,-121.904458,1960,68,0,3230,"A.E. Leviton and F.W. Schuierer",140,131,58,3391,256,33,223,97,179,183,97,701,152,2,91,389,7,12,389,0,0,5,0.219629,0,7,0,0.415076,12.6347,12,16,8234.84,32706,245350,129619,33.7446,291.538,4906.17,8250.91,42804.3,17865,7525.07,109,5851,1198,580,0,0,0,7,0.219629,5,12.6347,0,0.415076,33.7446,"streamperr"
"985",728,91749,"Taricha torosa",1962,"Santa Cruz","CAS",73.73,"Terrestrial",0,"Central Coast",37.017272,-121.904458,1960,68,0,3230,"A.E. Leviton and F.W. Schuierer",140,131,58,3391,256,33,223,97,179,183,97,701,152,2,91,389,7,12,389,0,0,5,0.219629,0,7,0,0.415076,12.6347,12,16,8234.84,32706,245350,129619,33.7446,291.538,4906.17,8250.91,42804.3,17865,7525.07,109,5851,1198,580,0,0,0,7,0.219629,5,12.6347,0,0.415076,33.7446,"streamperr"
"986",729,91750,"Taricha torosa",1962,"Santa Cruz","CAS",74.74,"Terrestrial",0,"Central Coast",37.017272,-121.904458,1960,68,0,3230,"A.E. Leviton and F.W. Schuierer",140,131,58,3391,256,33,223,97,179,183,97,701,152,2,91,389,7,12,389,0,0,5,0.219629,0,7,0,0.415076,12.6347,12,16,8234.84,32706,245350,129619,33.7446,291.538,4906.17,8250.91,42804.3,17865,7525.07,109,5851,1198,580,0,0,0,7,0.219629,5,12.6347,0,0.415076,33.7446,"streamperr"
"987",1175,76786,"taricha torosa",1962,"Tulare","MVZ",62,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"988",1176,74441,"taricha torosa",1962,"Tulare","MVZ",48.2,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"989",1178,76787,"taricha torosa",1962,"Tulare","MVZ",74,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"990",1179,76794,"taricha torosa",1962,"Tulare","MVZ",53.1,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"991",1203,74440,"Taricha torosa",1962,"Tulare","MVZ",43.6,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"992",1204,76789,"Taricha torosa",1962,"Tulare","MVZ",69.1,"Terrestrial",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"993",1211,76791,"Taricha torosa",1962,"Tulare","MVZ",70.5,"Aquatic",0,"Central Valley",36.153401,-118.73818,1960,620.6,0,6036,"┬áCharles W. Brown",164,154,44,6948,359,9,350,92,256,256,81,490,92,1,82,256,9,9,247,0,0,0,0,0,1,0,8,9,9,8,8488.91,57434.5,98557.5,67344.7,129.352,204.741,205992,10038.6,2973.91,7971.04,8044.12,622,3310,1471,411,0,0,0,1,0,0,9,0,8,129.352,"streamperr"
"994",955,74442,"Taricha torosa",1962,"Madera","MVZ",69,"Terrestrial",0,"Sierra",37.313691,-119.570618,1960,1028.3,0,4829,"┬áCharles W. Brown",128,153,45,6467,321,-12,333,54,214,215,54,909,167,3,81,459,17,26,459,0,0,2,0,0,5,0,0.296728,7.29673,7,11,68.7794,55577.7,51585.8,98269.5,2009.58,4128.97,205103,586.964,20636.2,4357.69,20672.6,1039,6966,1302,630,0,0,0,4,0,4,8.26244,0,0.262445,68.7794,"lakepond"
"995",969,187396,"Taricha torosa",1962,"Mariposa","MVZ",26.5,"Terrestrial",0,"Sierra",37.656663,-119.915354,1960,466.5,0,10,"E. K. Teberg",155,161,46,6718,357,7,350,72,242,242,72,646,116,1,82,324,9,9,324,0,0,0,0,0,3,0,8,11,11,11,11754.4,56104.5,56114.7,62714.9,136.759,1390.11,170775,11754.4,21011.6,38095.4,28155.3,477,5457,1411,623,0,0,0,3,0,0,11,0,8,136.759,"streamperr"
"996",970,187395,"Taricha torosa",1962,"Mariposa","MVZ",61.5,"Terrestrial",0,"Sierra",37.656663,-119.915354,1960,466.5,0,10,"E. K. Teberg",155,161,46,6718,357,7,350,72,242,242,72,646,116,1,82,324,9,9,324,0,0,0,0,0,3,0,8,11,11,11,11754.4,56104.5,56114.7,62714.9,136.759,1390.11,170775,11754.4,21011.6,38095.4,28155.3,477,5457,1411,623,0,0,0,3,0,0,11,0,8,136.759,"streamperr"
"997",151,80686,"Taricha rivularis",1963,"Lake","MVZ",66.9,"Terrestrial",0,"Klamath",38.930131,-122.92137,1960,465.3,0,2749,"┬áJ. D. Hopkirk, C. C. Swift",132,164,49,5674,327,-2,329,69,207,207,65,983,204,2,89,528,12,12,527,0,0,0,0,0,5,0,0.268264,5.26826,5,14,2477.97,94714,226754,114264,53.5982,1882.76,51744.5,2477.97,51125.2,9605.59,13234.8,468,7303,1346,618,0,0,0,5,0,0,5.26826,0,0.268264,53.5982,"streamperr"
"998",362,75814,"Taricha granulosa",1963,"Shasta","MVZ",60.48,"Terrestrial",0,"Klamath",40.920744,-122.100165,1960,434.34,0,347,"┬áCharles S. Thaeler Jr.",147,156,44,6829,353,1,352,70,237,237,65,1678,297,7,78,832,43,43,811,0,0,0,0,0,2,0,0,2,2,15,9833.35,111263,53301.2,35405.7,37.6617,2097.31,167306,8850,12827.9,31551.8,11833.3,473,12448,1356,739,0,0,0,2,0,0,2.25,0,0.250003,37.6617,"streamperr"
"999",386,75817,"Taricha granulosa",1963,"Shasta","MVZ",44.03,"Terrestrial",0,"Klamath",40.920744,-122.100165,1960,434.34,0,347,"┬áCharles S. Thaeler Jr.",147,156,44,6829,353,1,352,70,237,237,65,1678,297,7,78,832,43,43,811,0,0,0,0,0,2,0,0,2,2,15,9833.35,111263,53301.2,35405.7,37.6617,2097.31,167306,8850,12827.9,31551.8,11833.3,473,12448,1356,739,0,0,0,2,0,0,2.25,0,0.250003,37.6617,"streamperr"
"1000",288,101829,"Taricha granulosa",1963,"San Mateo","CAS",29.96,"Terrestrial",0,"Central Coast",37.421033,-122.332333,1960,524.2,0,0,"S.C. Anderson",125,111,55,3477,239,38,201,87,168,173,87,910,177,2,86,469,13,18,469,0,0,1,0.00870688,0,5,0,1.62955,7.63825,7,14,6844.14,12116.1,271193,150738,686.784,336.745,8355.29,6866.65,6918.6,12046.2,11946.8,564,8648,1051,590,0,0,0,5,0.00870688,1,7.63825,0,1.62955,336.745,"streaminte"
"1001",894,76589,"Taricha torosa",1963,"Yuba","MVZ",58.34,"Terrestrial",0,"Central Valley",39.40625,-121.14355,1960,548.64,0,33,"┬áCharles W. Brown",134,147,45,6183,322,-1,323,59,214,214,59,1325,274,1,84,697,19,19,697,0,0,0,0,0,3,0,0.415076,3.41508,3,10,0,49309.3,224742,89794.3,1537.57,467.878,158973,29.8036,1685.11,5987.77,12544.3,579,10382,1282,671,0,0,0,3,0,0,3.36644,0,0.36644,0,"lakepond"
"1002",1147,75838,"Taricha granulosa",1963,"Contra Costa","MVZ",83.96,"Aquatic",0,"Central coast",37.898351,-122.22452,1960,258.9,0,2902,"Robert C. Stebbins, M. Johnson",141,109,52,3639,252,46,206,95,182,187,95,709,147,1,87,372,8,13,372,10,0,9,0.00639074,0,7,0,0.852498,26.8589,26,12,939.71,27961.2,255202,142761,1078.97,1425.67,7507.54,1018.23,2156.45,8391.62,11510.4,260,6439,1101,559,0,10,0,7,0.00639074,9,26.8589,0,0.852498,939.71,"lakepond"
"1003",754,101810,"Taricha torosa",1963,"San Mateo","CAS",80.09,"Aquatic",0,"Central Coast",37.406917,-122.2378,1960,103.9,0,0,"S. Raffin",138,112,55,3298,242,40,202,96,177,180,96,592,119,2,86,308,9,13,308,10,0,9,5.56887e-05,0,8,0,1.62955,28.6296,28,14,0,9638.44,263166,142728,3559.43,38.1266,9481.78,3.91259,2704.48,9574.38,12396.6,116,5509,1089,505,0,10,0,8,8.16906e-05,9,29.7283,0,2.72822,0,"lakepond"
"1004",755,101811,"Taricha torosa",1963,"San Mateo","CAS",81.62,"Aquatic",0.4792,"Central Coast",37.406917,-122.2378,1960,103.9,1,0,"S. Raffin",138,112,55,3298,242,40,202,96,177,180,96,592,119,2,86,308,9,13,308,10,0,9,5.56887e-05,0,8,0,1.62955,28.6296,28,14,0,9638.44,263166,142728,3559.43,38.1266,9481.78,3.9126,2704.48,9574.38,12396.6,116,5509,1089,505,0,10,0,8,8.16906e-05,9,29.7283,0,2.72822,0,"lakepond"
"1005",756,101812,"Taricha torosa",1963,"San Mateo","CAS",73.33,"Terrestrial",0,"Central Coast",37.406917,-122.2378,1960,103.9,0,0,"S. Raffin",138,112,55,3298,242,40,202,96,177,180,96,592,119,2,86,308,9,13,308,10,0,9,5.56887e-05,0,8,0,1.62955,28.6296,28,14,0,9638.44,263166,142728,3559.43,38.1266,9481.78,3.9126,2704.48,9574.38,12396.6,116,5509,1089,505,0,10,0,8,8.16906e-05,9,29.7283,0,2.72822,0,"lakepond"
"1006",957,76797,"Taricha torosa",1963,"Madera","MVZ",64.97,"Aquatic",0,"Sierra",37.349952,-119.580963,1960,1085.08,0,475,"Charles W. Brown",122,151,45,6415,314,-16,330,49,207,208,49,938,172,3,81,473,18,26,473,0,0,1,0,0,5,0,0.526984,6.52698,6,10,2078.92,59001.3,49105.9,96167.6,72.886,2524.2,205304,2078.92,24722.4,7856.19,16677.4,1141,7423,1269,628,0,0,0,5,0,1,6.52698,0,0.526984,72.886,"streamperr"
"1007",958,76798,"Taricha torosa",1963,"Madera","MVZ",57.8,"Terrestrial",0,"Sierra",37.349952,-119.580963,1960,1085.08,0,475,"Charles W. Brown",122,151,45,6415,314,-16,330,49,207,208,49,938,172,3,81,473,18,26,473,0,0,1,0,0,5,0,0.526984,6.52698,6,10,2078.92,59001.3,49105.9,96167.6,72.886,2524.2,205304,2078.92,24722.4,7856.19,16677.4,1141,7423,1269,628,0,0,0,5,0,1,6.52698,0,0.526984,72.886,"streamperr"
"1008",959,76799,"Taricha torosa",1963,"Madera","MVZ",69.22,"Aquatic",0,"Sierra",37.349952,-119.580963,1960,1085.08,0,475,"Charles W. Brown",122,151,45,6415,314,-16,330,49,207,208,49,938,172,3,81,473,18,26,473,0,0,1,0,0,5,0,0.526984,6.52698,6,10,2078.92,59001.3,49105.9,96167.6,72.886,2524.2,205304,2078.92,24722.4,7856.19,16677.4,1141,7423,1269,628,0,0,0,5,0,1,6.52698,0,0.526984,72.886,"streamperr"
"1009",960,76800,"Taricha torosa",1963,"Madera","MVZ",56.51,"Terrestrial",0,"Sierra",37.349952,-119.580963,1960,1085.08,0,475,"Charles W. Brown",122,151,45,6415,314,-16,330,49,207,208,49,938,172,3,81,473,18,26,473,0,0,1,0,0,5,0,0.526984,6.52698,6,10,2078.92,59001.3,49105.9,96167.6,72.886,2524.2,205304,2078.92,24722.4,7856.19,16677.4,1141,7423,1269,628,0,0,0,5,0,1,6.52698,0,0.526984,72.886,"streamperr"
