CatalogNumber,date,svl,tail,notes,ZSWAB,logZE,BdStatus,InstitutionCode,YearCollected,decade,MonthCollected,DayCollected,County,Locality,Latitude,Longitude
76950,?,5.42,4.73,MC,0,0,0,MVZ,1962,1960,10,13,Tuolumne County,junction of Middle Fork Tuolumne River and road to Cherry Lake Reservoir,37.827888,-120.007567
76947,3/4/15,6.81,5.93,MC,0,0,0,MVZ,1962,1960,10,13,Tuolumne County,2 mi E Groveland on State Hwy. 120,37.820884,-120.261579
76949,3/4/15,7,6.13,MC,0,0,0,MVZ,1962,1960,10,13,Tuolumne County,junction of Middle Fork Tuolumne River and road to Cherry Lake Reservoir,37.827888,-120.007567
76953,3/4/15,7.12,6.82,MC,0,0,0,MVZ,1962,1960,10,13,Tuolumne County,junction of State Hwy. 120 and Big Creek,37.816585,-119.930329
76951,?,7.6,7.42,MC,0,0,0,MVZ,1962,1960,10,13,Tuolumne County,1.7 mi E (by road) Buck Meadow on Hwy. 120,37.821228,-120.032665
76952,3/4/15,8.33,7.14,MC,0,0,0,MVZ,1962,1960,10,13,Tuolumne County,1.7 mi E Buck Meadows on State Hwy. 120,37.82109,-120.030932
76954,3/2/15,7.99,5.1,JE,0,0,0,MVZ,1962,1960,10,14,Mariposa County,"junction of N Fork Merced River and Marble Gulch, Yosemite National Park",37.746787,-120.036157
93525,5/29/15,6.42,5.82,,0,0,0,CAS,1962,1960,12,4,Marin Co.,"NE side of Bolinas Lagoon, along Pike County Gulch (A.J. Galloway Estate)",37.93166669,-122.6889
76957,3/31/15,6.8,6.52,MC,0,0,0,MVZ,1962,1960,12,15,Amador County,0.7 mi N and 2.2 mi E Pioneer on State Hwy. 88,38.44408,-120.532135
76956,3/31/15,7.24,7.13,MC,0,0,0,MVZ,1962,1960,12,15,Amador County,0.7 mi N and 2.2 mi E Pioneer on State Hwy. 88,38.44408,-120.532135
76961,7/7/15,5.62,4.78,MC,0,0,0,MVZ,1963,1960,4,9,Madera County,"junction of Redwood Creek and Nelder Creek, near Yosemite Forks",37.366444,-119.610373
76958,7/7/15,6.21,5.22,MC no swab in vial,0,0,0,MVZ,1963,1960,4,9,Madera County,"junction of Redwood Creek and Nelder Creek, near Yosemite Forks",37.366444,-119.610373
76959,7/7/15,6.98,6.12,MC,0,0,0,MVZ,1963,1960,4,9,Madera County,"junction of Redwood Creek and Nelder Creek, near Yosemite Forks",37.366444,-119.610373
76963,7/7/15,8.05,7.17,MC,0,0,0,MVZ,1963,1960,4,9,Madera County,1.4 mi NNW Bass Lake near Chepo Saddle,37.349262,-119.593512
76962,7/7/15,8.27,7.08,MC,0,0,0,MVZ,1963,1960,4,9,Madera County,"junction of Redwood Creek and Nelder Creek, near Yosemite Forks",37.366444,-119.610373
76966,7/7/15,5.38,4.52,MC,0,0,0,MVZ,1963,1960,4,10,Madera County,1.4 mi N Bass Lake along Slide Creek,37.349952,-119.580963
76968,7/7/15,5.85,4.71,MC,0,0,0,MVZ,1963,1960,4,10,Madera County,1.4 mi N Bass Lake along Slide Creek,37.349952,-119.580963
76964,7/7/15,5.92,4.82,MC,0,0,0,MVZ,1963,1960,4,10,Madera County,1.4 mi N Bass Lake along Slide Creek,37.349952,-119.580963
76973,7/7/15,6.16,5.74,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76979,7/7/15,6.44,5.37,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76975,7/7/15,7.09,6.39,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76977,7/7/15,7.41,6.53,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76969,7/7/15,7.74,6.89,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76976,7/7/15,7.92,7.24,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76970,7/7/15,8.6,7.43,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76974,7/7/15,8.62,7.14,MC,0,0,0,MVZ,1963,1960,5,11,Madera County,Chepo Saddle near Bass Lake,37.348779,-119.592265
76982,?,7.74,7.14,MC,0,0,0,MVZ,1963,1960,5,12,Tuolumne County,0.7 mi N and 1.1 mi E Buck Meadows,37.823303,-120.04419
76981,?,8.44,7.23,MC,0,0,0,MVZ,1963,1960,5,12,Tuolumne County,0.7 mi N and 1.1 mi E Buck Meadows,37.823303,-120.04419
78163,1/23/15,3.14,2.1,,0,0,0,MVZ,1964,1960,2,4,Monterey County,mouth Little Sur River,36.334112,-121.890611
78164,3/31/15,4.47,4.02,MC,0,0,0,MVZ,1964,1960,2,23,Amador County,1 mi S Amador City,38.408481,-120.814718
79432,3/4/15,3.8,1.47,"tail br, mc",0,0,0,MVZ,1964,1960,7,11,Napa County,"Cleary Reserve, near Aetna Spring",38.6419145,-122.486142
79433,3/4/15,7.59,7.05,,0,0,0,MVZ,1964,1960,7,11,Napa County,"Cleary Reserve, near Aetna Spring",38.6419145,-122.486142
78776,3/11/15,5.36,4.59,MC,0,0,0,MVZ,1964,1960,7,12,San Francisco County,South Farallon Island,37.698188,-123.002005
79541,3/18/15,5.03,3.85,MC,0,0,0,MVZ,1964,1960,11,26,Calaveras County,Mill Creek near Avery,38.2020714,-120.3562624
79170,3/4/15,5.56,5.1,MC,0,0,0,MVZ,1965,1960,4,15,Calaveras County,0.25 mi S Melone's,38.009004,-120.496709
79168,3/4/15,3.12,2.28,,0,0,0,MVZ,1965,1960,4,15,Calaveras County,0.25 mi S Melone's,38.009004,-120.496709
195644,5/27/15,6.54,6.01,,0,0,0,CAS,1966,1960,2,21,Santa Clara Co.,"Mt Madonna Rd, 4 mi W of Gilroy",37.01181944,-121.62915
80814,3/31/15,5.29,4.99,MC,0,0,0,MVZ,1966,1960,2,25,Contra Costa County,"3 mi ESE University of California, Berkeley",37.8681856,-122.1991315
80816,3/18/15,,,ZS not measured,0,0,0,MVZ,1966,1960,3,2,Alameda County,"10 mi SE University of California, Berkeley",37.76898,-122.12921
83480,3/9/15,6.52,4.82,SL,0,0,0,MVZ,1966,1960,6,15,San Benito County,"Bear Gulch, Pinnacles National Monument",36.4819037,-121.1795033
83479,3/9/15,6.64,5.73,SL,0,0,0,MVZ,1966,1960,6,15,San Benito County,"Bear Gulch, Pinnacles National Monument",36.4819037,-121.1795033
83477,3/9/15,6.86,6,SL,0,0,0,MVZ,1966,1960,6,15,San Benito County,"Bear Gulch, Pinnacles National Monument",36.4819037,-121.1795033
83481,3/9/15,7.07,6.9,JE,0,0,0,MVZ,1966,1960,6,15,San Benito County,"Bear Gulch, Pinnacles National Monument",36.4819037,-121.1795033
83478,3/11/15,7.9,7.33,"ZS, gritty bumps on tail",0,0,0,MVZ,1966,1960,6,15,San Benito County,"Bear Gulch, Pinnacles National Monument",36.4819037,-121.1795033
83483,3/11/15,1.82,0.8,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83485,3/11/15,2.79,2,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83486,3/11/15,3.91,3.08,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83493,3/9/15,3.93,2.74,JE,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83489,3/11/15,4.6,3.96,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83484,3/11/15,5,4.2,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83492,3/9/15,5.08,3.65,SL crushed eye,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83482,3/9/15,5.97,5.88,JE,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83487,3/11/15,6.1,4.7,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83491,3/9/15,6.14,3.5,JE,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83494,3/11/15,6.25,5.63,ZS,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83490,3/9/15,6.7,4.34,JE,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83488,3/9/15,6.99,5.72,SL,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
83495,3/9/15,7.47,7.16,SL,0,0,0,MVZ,1967,1960,3,1,San Benito County,"Chalone Creek, Pinnacles National Monument",36.4594291,-121.1523936
84971,3/31/15,7.17,6.69,MC,0,0,0,MVZ,1967,1960,5,2,Contra Costa County,"1895 Tulare Ave., Richmond",37.9395604,-122.3147555
242256,2/9/15,3.82,3.17,MC,0,0,0,MVZ,1967,1960,11,19,Sonoma County,"\Skaggs Springs, 8 mi W Geyserville\""\""\""",38.7075,-123.05602
242257,2/9/15,4,3.48,MC,0,0,0,MVZ,1967,1960,11,19,Sonoma County,"\Skaggs Springs, 8 mi W Geyserville\""\""\""",38.7075,-123.05602
242247,2/9/15,6.35,5.36,MC,0,0,0,MVZ,1967,1960,11,19,Sonoma County,"\Skaggs Springs, 8 mi W Geyserville\""\""\""",38.7075,-123.05602
242210,2/18/15,2.33,1.42,KC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242206,2/18/15,2.68,1.59,KC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242188,2/18/15,4.02,1.87,"MC, tail growing",0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242184,2/18/15,4.31,3.76,MC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242241,2/9/15,4.81,4.68,"MC, has dark spots on belly",0,0,0,MVZ,1967,1960,12,3,Sonoma County,Skaggs Springs,38.6978,-123.047
242244,2/9/15,5.15,4.33,MC,0,0,0,MVZ,1967,1960,12,3,Sonoma County,Skaggs Springs,38.6978,-123.047
242177,2/18/15,5.55,5.24,MC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242196,2/18/15,5.75,4.53,KC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242180,2/18/15,5.99,5.49,MC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
242242,2/9/15,6.22,5.83,MC,0,0,0,MVZ,1967,1960,12,3,Sonoma County,Skaggs Springs,38.693173,-123.0231369
242170,2/18/15,8.09,6.72,KC,0,0,0,MVZ,1967,1960,12,3,Mendocino County,1.0 mi NW of Navarro (N end) on Hwy. 128,39.1605248,-123.5544104
180851,5/28/15,5.35,5.33,,0,0,0,CAS,1968,1960,2,,Contra Costa Co.,"Lafayette, 1087 Sierra Vista Way",37.89671669,-122.1169667
242089,2/27/15,2.84,1.7,KC,0,0,0,MVZ,1968,1960,3,4,Marin County,"\Point Reyes, ca. 1 mi E of point\""\""\""",37.995,-123.007
242084,2/27/15,4.86,3.81,KC,0,0,0,MVZ,1968,1960,3,4,Marin County,"\Point Reyes, ca. 1 mi E of point\""\""\""",37.995,-123.007
242087,2/27/15,4.89,3.49,KC,0,0,0,MVZ,1968,1960,3,4,Marin County,"\Point Reyes, ca. 1 mi E of point\""\""\""",37.995,-123.007
242083,2/27/15,5.05,3.9,KC,0,0,0,MVZ,1968,1960,3,4,Marin County,"\Point Reyes, ca. 1 mi E of point\""\""\""",37.995,-123.007
242081,2/27/15,5.07,3.84,KC,0,0,0,MVZ,1968,1960,3,4,Marin County,"\Point Reyes, ca. 1 mi E of point\""\""\""",37.995,-123.007
242086,2/27/15,5.11,3.29,KC,0,0,0,MVZ,1968,1960,3,4,Marin County,"\Point Reyes, ca. 1 mi E of point\""\""\""",37.995,-123.007
124783,2/9/15,5.44,5.5,MC,0,0,0,MVZ,1968,1960,3,25,Sonoma County,3 mi E Geyserville,38.6994343,-122.8619759
242155,2/18/15,6.79,6.76,MC,0,0,0,MVZ,1968,1960,4,7,Mendocino County,3 mi SE Navarro,39.15252,-123.5428661
242152,2/18/15,8.94,7.33,"KC, speckles around vent",0.007088,0,1,MVZ,1968,1960,4,7,Mendocino County,3 mi SE Navarro,39.15252,-123.5428661
242094,2/18/15,4.55,3.36,MC,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
242107,2/13/15,4.72,3.13,KC dark discoloration on hands and feet + skin sloughing off,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
242106,2/18/15,5.72,5.44,MC,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
242113,2/13/15,6.57,5.06,KC,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
242102,2/13/15,7.85,6.58,KC,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
242119,2/13/15,8.46,6.25,KC eggs,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
242105,2/13/15,8.5,6.11,KC dark discoloration on the feet + eggs,0,0,0,MVZ,1968,1960,4,8,Mendocino County,Usal,39.8353028,-123.8432351
124656,2/11/15,6.49,5.8,KC,0,0,0,MVZ,1968,1960,10,6,Mendocino County,"Salmon Point, ca. 0.5 mi S Albion",39.2135875,-123.7746271
124788,2/9/15,5.61,5.82,MC,0,0,0,MVZ,1968,1960,11,3,Sonoma County,Skaggs Springs,38.693173,-123.0231369
124786,2/9/15,6.75,6,MC,0,0,0,MVZ,1968,1960,11,3,Sonoma County,Skaggs Springs,38.693173,-123.0231369
124791,2/9/15,7.82,7.34,"MC, spots on chin and feet",0,0,0,MVZ,1968,1960,11,15,Sonoma County,"State Hwy. 128, 3 mi E (by road) Geyserville",38.6994343,-122.8619759
85106,3/4/15,5.58,4.88,MC,0,0,0,MVZ,1968,1960,11,17,San Mateo County,near Bayshore Hwy. between Brisbane and S San Francisco,37.669458,-122.392774
124665,2/11/15,8.51,7.8,"KC, eggs, scar",0,0,0,MVZ,1968,1960,11,17,Mendocino County,"McGuire Hill, State Hwy. 20 between Fort Bragg and Willits",39.3553357,-123.6194177
242137,2/13/15,3.72,2.65,KC dark Speckles on belly and hand ,0,0,0,MVZ,1968,1960,11,24,Mendocino County,"\State Hwy 128, 2 mi SE Navarro\""\""\""",39.1278,-123.528
242129,2/18/15,3.97,2.65,MC,0,0,0,MVZ,1968,1960,11,24,Mendocino County,"\State Hwy 128, 2 mi SE Navarro\""\""\""",39.1278,-123.528
124667,2/11/15,2.28,1.68,MC,0,0,0,MVZ,1968,1960,12,15,Mendocino County,"Potter Valley Rd., 0.5 mi N junction with Hwy. 20",39.2502294,-123.1189002
124671,2/11/15,6.88,5.8,KC,0,0,0,MVZ,1968,1960,12,18,Mendocino County,"Potter Valley Rd., 0.5 mi N junction with Hwy. 20",39.2502294,-123.1189002
124676,2/11/15,6.21,5.77,ZS,0,0,0,MVZ,1968,1960,12,19,Mendocino County,"road to Usal, ca. 5 mi N Rockport",39.8253973,-123.8441312
124681,2/11/15,5.24,4.23,KC,0,0,0,MVZ,1968,1960,12,20,Mendocino County,"\Drive-Thru-Tree\""\"", ca. 0.5 mi S Leggett on Hwy. 101\""",39.8585515,-123.7181141
242141,2/18/15,4,2.87,MC,0,0,0,MVZ,1969,1960,1,19,Mendocino County,"\Hwy 128, 1.5 mi SE Navarro\""\""\""",39.1335778,-123.5324475
242138,2/18/15,7.33,6.59,MC,0,0,0,MVZ,1969,1960,1,19,Mendocino County,"\Hwy 128, 1.5 mi SE Navarro\""\""\""",39.1335778,-123.5324475
124800,2/9/15,4.09,3.48,MC,0,0,0,MVZ,1969,1960,2,1,Sonoma County,"near Sonoma Queen Mine, 3 mi N and 0.5 mi E Guerneville",38.54557,-122.98667
145717,3/18/15,5.33,4.98,ZS,0,0,0,MVZ,1969,1960,2,1,Alameda County,"308 Hollister Ct., San Leandro",37.73955,-122.1486
124802,2/11/15,2.64,1.96,KC,0,0,0,MVZ,1969,1960,2,27,Sonoma County,"Skaggs Springs Rd., 5 mi W Skaggs Springs",38.6985876,-123.0929147
199855,3/31/15,3.39,3.02,MC,0.3864,0.14,1,MVZ,1969,1960,10,16,Contra Costa County,no specific locality recorded,,
199856,3/31/15,3.63,2.56,MC,0,0,0,MVZ,1969,1960,10,16,Contra Costa County,no specific locality recorded,,
199852,3/31/15,3.04,2.61,"MC, subs for 189847",0,0,0,,1969,1960,10,16,Contra Costa Co.,,NONE,
124804,2/11/15,7.29,6.69,ZS,0,0,0,MVZ,1969,1960,11,7,Sonoma County,"Geyserville - Skaggs Springs Rd., 2 mi [by road] W Geyserville",38.7017142,-122.9499859
124839,3/31/15,2.31,1.92,MC,0,0,0,MVZ,1970,1970,1,9,Lake County,"State Hwy. 53, ca. 7 mi NE (by road) Middletown",38.829714,-122.586025
124837,3/31/15,3.76,3.15,MC,0,0,0,MVZ,1970,1970,1,9,Lake County,"State Hwy. 53, ca. 7 mi NE (by road) Middletown",38.829714,-122.586025
124833,7/7/15,4.13,3.45,MC,0,0,0,MVZ,1970,1970,1,9,Colusa County,"Slate Rock Canyon, 0.25 mi N Bear Creek Bridge, State Hwy. 16",38.976378,-122.3378374
89106,3/31/15,4.54,3.88,MC,0,0,0,MVZ,1970,1970,1,30,Contra Costa County,Siesta Valley below Grizzly Peak Blvd.,37.8758972,-122.2147849
89165,3/31/15,7,6.35,MC,0,0,0,MVZ,1970,1970,1,30,Contra Costa County,Siesta Valley below Grizzly Peak Blvd.,37.8758972,-122.2147849
89889,27-Feb,5.45,3.87,KC skin on tail sloughing ,0,0,0,MVZ,1970,1970,2,4,Marin County,"Redwood Rd. at Greenwood, San Rafael",37.9663196,-122.5402487
89886,2/27/15,7.79,3.43,KC tail regrowing,0,0,0,MVZ,1970,1970,2,4,Marin County,"Redwood Rd. at Greenwood, San Rafael",37.9663196,-122.5402487
90095,3/31/15,4.42,3.96,MC,0,0,0,MVZ,1970,1970,2,5,Contra Costa County,Briones Park Canyon area,37.9381323,-122.1403711
88964,11/21/14,4.48,3.91,DA,0,0,0,MVZ,1970,1970,2,7,Monterey County,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88975,2/9/15,2.44,1.85,SL,0,0,0,MVZ,1970,1970,2,8,Monterey County,County Rd. G16 at junction Cachagua Rd.,36.401494,-121.579853
88976,1/23/15,2.6,1.29,,0,0,0,MVZ,1970,1970,2,8,Monterey County,County Rd. G16 at junction Cachagua Rd.,36.401494,-121.579853
88980,11/21/14,2.93,2.38,,0,0,0,MVZ,1970,1970,2,8,Monterey County,"County Rd. G-16, 0.5 mi NW junction S end Cachagua Rd.",36.405499,-121.587671
88974,11/21/14,5.38,5.15,,0,0,0,MVZ,1970,1970,2,8,Monterey County,County Rd. G16 at junction Cachagua Rd.,36.401494,-121.579853
88984,3/11/15,7.11,6.82,MC,0,0,0,MVZ,1970,1970,2,8,Santa Cruz County,"State Hwy. 9, 1.0 mi N junction Hwy. 1",36.9974077,-122.036107
88982,11/21/14,7.47,6.4,DA,0,0,0,MVZ,1970,1970,2,8,Monterey County,"3.7 mi NW Hastings Natural History Reservation entrance, County Rd. G-16",36.4058007,-121.5894598
88973,1/23/15,7.94,5.78,KC,0,0,0,MVZ,1970,1970,2,8,Monterey County,County Rd. G16 at junction Cachagua Rd.,36.401494,-121.579853
89499,3/6/15,6.99,5.35,KC,0,0,0,MVZ,1970,1970,2,23,San Luis Obispo County,"State Hwy. 46, 8.9 mi W (by road) junction U.S. 101",35.538051,-120.830303
89747,3/9/15,4.82,4.42,JE,0,0,0,MVZ,1970,1970,3,8,San Benito County,"off High Peak Trail, Pinnacles National Monument",36.53334,-121.14515
124846,?,7.47,7.61,MC,0,0,0,MVZ,1970,1970,3,8,Tuolumne County,0.6 mi E Groveland,37.833931,-120.241469
124844,3/4/15,7.91,7.63,MC,0,0,0,MVZ,1970,1970,3,8,Tuolumne County,0.6 mi E Groveland,37.833931,-120.241469
124845,3/4/15,2.86,2.14,MC,0,0,0,MVZ,1970,1970,3,8,Tuolumne County,0.6 mi E Groveland,37.833931,-120.241469
195642,5/28/15,5.83,4.99,,0,0,0,CAS,1970,1970,3,29,Santa Clara Co.,Sveadal,37.08361111,-121.7880556
90357,2/11/15,3.05,2.36,ZS,0,0,0,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
90354,2/11/15,3.42,2.3,KC,0,0,0,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
90214,2/9/15,4.04,3.51,MC,0,0,0,MVZ,1970,1970,4,18,Sonoma County,"Skaggs Springs, 6.7 mi W Geyserville",38.6932765,-123.0234001
90321,2/11/15,4.8,4.7,ZS,0,0,0,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
90330,2/11/15,5.25,4.23,KC,0,0,0,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
90312,2/11/15,5.95,5.54,ZS,1.904,0.46,1,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
90300,2/11/15,6.29,3.48,"tail gr, ZS",0,0,0,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
90335,2/11/15,7.46,7.65,ZS,0,0,0,MVZ,1970,1970,4,18,Mendocino County,"Hwy. 128, 2.1 mi SE Navarro",39.1287679,-123.5090053
93367,3/18/15,2.87,2.23,ZS,0,0,0,MVZ,1970,1970,10,21,Alameda County,Redwood Canyon,37.8001866,-122.1545959
93371,3/11/15,6.44,6.08,ZS,0,0,0,MVZ,1970,1970,10,21,Alameda County,Redwood Canyon,37.8001866,-122.1545959
169239,2/9/15,4.14,3.67,"MC, spots on feet",0,0,0,MVZ,1970,1970,11,4,Sonoma County,"Saint Helena Rd., 2-5 mi E junction Calistoga Rd., 9 mi NE Santa Rosa",38.5193228,-122.5967231
124711,2/11/15,3.74,3.44,MC,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124708,2/11/15,4.28,3.21,MC,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124703,2/11/15,7.02,5.33,KC,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124694,2/11/15,7.42,6.27,KC,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124691,2/11/15,7.89,7.01,ZS,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124697,2/11/15,7.95,5.73,KC,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124693,2/11/15,8.2,6.74,KC,0,0,0,MVZ,1970,1970,11,13,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
124962,2/11/15,2.6,0.64,"tail gr, MC",0,0,0,MVZ,1970,1970,11,14,Mendocino County,"road from Rockport to Usal, ca. 3 mi N Rockport",39.803939,-123.8335731
93868,3/31/15,1.97,1.44,MC,0,0,0,MVZ,1970,1970,11,15,Lake County,"Hwy. 29, 4.8 mi S Middletown, along St. Helena Creek",38.6928576,-122.5970977
124807,2/9/15,7.02,6.28,MC,0,0,0,MVZ,1970,1970,12,1,Sonoma County,"Big Austin Creek Rd., 1.3 mi N Cazadero",38.5455611,-123.0884072
94515,11/21/14,4,3.72,,0,0,0,MVZ,1970,1970,12,13,Monterey County,"Hwy. 198, 24.5 mi E junction of Hwy. 101 and Hwy. 198",36.1781001,-120.6903949
94516,11/21/14,6.53,4.26,,0,0,0,MVZ,1970,1970,12,13,Monterey County,"Hwy. 198, 24.5 mi E junction of Hwy. 101 and Hwy. 198",36.1781001,-120.6903949
94514,11/21/14,6.54,5.99,,0,0,0,MVZ,1970,1970,12,13,Monterey County,"Hwy. 198, 24.5 mi E junction of Hwy. 101 and Hwy. 198",36.1781001,-120.6903949
95005,3/4/15,2.13,1.64,MC,0,0,0,MVZ,1971,1970,1,16,San Mateo County,Junipero Serra County Park,37.527484,-122.356387
95017,3/4/15,2.31,1.57,MC,0,0,0,MVZ,1971,1970,1,16,San Mateo County,"Guadalupe Canyon, San Bruno Mts.",37.688248,-122.410161
95008,3/4/15,2.43,1.78,MC,0,0,0,MVZ,1971,1970,1,16,San Mateo County,,37.527484,-122.356387
100120,2/9/15,2.11,1.92,SL,0,0,0,MVZ,1971,1970,1,21,Monterey County,mouth of Arroyo Seco opposite junction of Hwy. G-16 and G-17,36.280753,-121.321519
100119,2/9/15,7.7,6.12,SL,0,0,0,MVZ,1971,1970,1,21,Monterey County,mouth of Arroyo Seco opposite junction of Hwy. G-16 and G-17,36.280753,-121.321519
99392,3/6/15,5.02,3.09,KC,0,0,0,MVZ,1971,1970,2,12,San Luis Obispo County,"Santa Rita, Old Creek Rd., 1.7 mi W junction Vineyard Rd.",35.476581,-120.81859
124725,2/11/15,3.85,3.18,ZS,0,0,0,MVZ,1971,1970,2,26,Mendocino County,"State Hwy. 128, ca. 3.5 mi NW Philo",39.0972987,-123.4833452
99418,2/27/15,4.03,2.63,KC,0,0,0,MVZ,1971,1970,3,28,Marin County,"Point Reyes, summit of Inverness Ridge at Limantour Rd.",38.0595822,-122.8398418
99419,2/27/15,4.9,4.06,KC,0,0,0,MVZ,1971,1970,3,28,Marin County,"Point Reyes, summit of Inverness Ridge at Limantour Rd.",38.0595822,-122.8398418
98149,3/4/15,2.61,1.8,MC,0,0,0,MVZ,1971,1970,3,28,Tuolumne County,"S Fork Tuolumne River and Hwy. 120 near Rainbow Pool, 24.3 mi E (by road) Groveland",37.823399,-120.012426
124689,2/11/15,5.87,4.96,ZS,0,0,0,MVZ,1971,1970,4,18,Mendocino County,"road from Rockport to Usal, ca. 3 mi N Rockport",39.803939,-123.8335731
186888,5/28/15,7.04,6.94,,0,0,0,CAS,1971,1970,5,,Santa Clara Co.,"S of Evergreen, S end of Cadwallader Rd",37.30128333,-121.7865
