ID,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
163,-121.897,36.5886,456,2014-12,9.04,48.6,55.6,62.6
163,-121.897,36.5886,456,2015-01,0,46.1,56,66
163,-121.897,36.5886,456,2015-02,1.37,48.7,58.2,67.7
163,-121.897,36.5886,456,2015-03,0.68,47.8,58.4,69
163,-121.897,36.5886,456,2015-04,1.05,46.2,54.6,63.1
163,-121.897,36.5886,456,2015-05,0.4,49.3,55.1,61
163,-121.897,36.5886,456,2015-06,0,51.2,58.6,66
163,-121.897,36.5886,456,2015-07,0.12,55.4,62.9,70.5
163,-121.897,36.5886,456,2015-08,0.02,56.1,64.5,73
163,-121.897,36.5886,456,2015-09,0,55.7,65.8,75.9
163,-121.897,36.5886,456,2015-10,0.29,54.4,64.3,74.1
163,-121.897,36.5886,456,2015-11,3.13,44.8,54.6,64.3
163,-121.897,36.5886,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
164,-121.897,36.5886,456,2014-01,0.08,46.2,56.8,67.5
164,-121.897,36.5886,456,2014-02,3.86,46,53.2,60.3
164,-121.897,36.5886,456,2014-03,2.59,47.8,56.4,65
164,-121.897,36.5886,456,2014-04,1.6,47.1,55.5,64
164,-121.897,36.5886,456,2014-05,0.14,50.8,59.7,68.7
164,-121.897,36.5886,456,2014-06,0.02,50.2,58.1,66.1
164,-121.897,36.5886,456,2014-07,0.05,54.6,61.8,68.9
164,-121.897,36.5886,456,2014-08,0,55.6,62.3,69
164,-121.897,36.5886,456,2014-09,0.27,55.3,63.3,71.4
164,-121.897,36.5886,456,2014-10,0.22,53.2,63.4,73.6
164,-121.897,36.5886,456,2014-11,2.46,49.2,58.4,67.7
164,-121.897,36.5886,456,2014-12,9.04,48.6,55.6,62.6
164,-121.897,36.5886,456,2015-01,0,46.1,56,66
164,-121.897,36.5886,456,2015-02,1.37,48.7,58.2,67.7
164,-121.897,36.5886,456,2015-03,0.68,47.8,58.4,69
164,-121.897,36.5886,456,2015-04,1.05,46.2,54.6,63.1
164,-121.897,36.5886,456,2015-05,0.4,49.3,55.1,61
164,-121.897,36.5886,456,2015-06,0,51.2,58.6,66
164,-121.897,36.5886,456,2015-07,0.12,55.4,62.9,70.5
164,-121.897,36.5886,456,2015-08,0.02,56.1,64.5,73
164,-121.897,36.5886,456,2015-09,0,55.7,65.8,75.9
164,-121.897,36.5886,456,2015-10,0.29,54.4,64.3,74.1
164,-121.897,36.5886,456,2015-11,3.13,44.8,54.6,64.3
164,-121.897,36.5886,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
165,-121.897,36.5886,456,2014-01,0.08,46.2,56.8,67.5
165,-121.897,36.5886,456,2014-02,3.86,46,53.2,60.3
165,-121.897,36.5886,456,2014-03,2.59,47.8,56.4,65
165,-121.897,36.5886,456,2014-04,1.6,47.1,55.5,64
165,-121.897,36.5886,456,2014-05,0.14,50.8,59.7,68.7
165,-121.897,36.5886,456,2014-06,0.02,50.2,58.1,66.1
165,-121.897,36.5886,456,2014-07,0.05,54.6,61.8,68.9
165,-121.897,36.5886,456,2014-08,0,55.6,62.3,69
165,-121.897,36.5886,456,2014-09,0.27,55.3,63.3,71.4
165,-121.897,36.5886,456,2014-10,0.22,53.2,63.4,73.6
165,-121.897,36.5886,456,2014-11,2.46,49.2,58.4,67.7
165,-121.897,36.5886,456,2014-12,9.04,48.6,55.6,62.6
165,-121.897,36.5886,456,2015-01,0,46.1,56,66
165,-121.897,36.5886,456,2015-02,1.37,48.7,58.2,67.7
165,-121.897,36.5886,456,2015-03,0.68,47.8,58.4,69
165,-121.897,36.5886,456,2015-04,1.05,46.2,54.6,63.1
165,-121.897,36.5886,456,2015-05,0.4,49.3,55.1,61
165,-121.897,36.5886,456,2015-06,0,51.2,58.6,66
165,-121.897,36.5886,456,2015-07,0.12,55.4,62.9,70.5
165,-121.897,36.5886,456,2015-08,0.02,56.1,64.5,73
165,-121.897,36.5886,456,2015-09,0,55.7,65.8,75.9
165,-121.897,36.5886,456,2015-10,0.29,54.4,64.3,74.1
165,-121.897,36.5886,456,2015-11,3.13,44.8,54.6,64.3
165,-121.897,36.5886,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
166,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
166,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
166,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
166,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
166,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
166,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
166,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
166,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
166,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
166,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
166,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
166,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
166,-121.8977,36.5877,456,2015-01,0,46.1,56,66
166,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
166,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
166,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
166,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
166,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
166,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
166,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
166,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
166,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
166,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
166,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
167,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
167,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
167,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
167,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
167,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
167,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
167,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
167,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
167,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
167,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
167,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
167,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
167,-121.8977,36.5877,456,2015-01,0,46.1,56,66
167,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
167,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
167,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
167,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
167,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
167,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
167,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
167,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
167,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
167,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
167,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
168,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
168,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
168,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
168,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
168,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
168,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
168,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
168,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
168,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
168,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
168,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
168,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
168,-121.8977,36.5877,456,2015-01,0,46.1,56,66
168,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
168,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
168,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
168,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
168,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
168,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
168,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
168,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
168,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
168,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
168,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
169,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
169,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
169,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
169,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
169,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
169,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
169,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
169,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
169,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
169,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
169,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
169,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
169,-121.8977,36.5877,456,2015-01,0,46.1,56,66
169,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
169,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
169,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
169,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
169,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
169,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
169,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
169,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
169,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
169,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
169,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
170,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
170,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
170,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
170,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
170,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
170,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
170,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
170,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
170,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
170,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
170,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
170,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
170,-121.8977,36.5877,456,2015-01,0,46.1,56,66
170,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
170,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
170,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
170,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
170,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
170,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
170,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
170,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
170,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
170,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
170,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
171,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
171,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
171,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
171,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
171,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
171,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
171,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
171,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
171,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
171,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
171,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
171,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
171,-121.8977,36.5877,456,2015-01,0,46.1,56,66
171,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
171,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
171,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
171,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
171,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
171,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
171,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
171,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
171,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
171,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
171,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
172,-121.8977,36.5877,456,2014-01,0.08,46.2,56.8,67.5
172,-121.8977,36.5877,456,2014-02,3.86,46,53.2,60.3
172,-121.8977,36.5877,456,2014-03,2.59,47.8,56.4,65
172,-121.8977,36.5877,456,2014-04,1.6,47.1,55.5,64
172,-121.8977,36.5877,456,2014-05,0.14,50.8,59.7,68.7
172,-121.8977,36.5877,456,2014-06,0.02,50.2,58.1,66.1
172,-121.8977,36.5877,456,2014-07,0.05,54.6,61.8,68.9
172,-121.8977,36.5877,456,2014-08,0,55.6,62.3,69
172,-121.8977,36.5877,456,2014-09,0.27,55.3,63.3,71.4
172,-121.8977,36.5877,456,2014-10,0.22,53.2,63.4,73.6
172,-121.8977,36.5877,456,2014-11,2.46,49.2,58.4,67.7
172,-121.8977,36.5877,456,2014-12,9.04,48.6,55.6,62.6
172,-121.8977,36.5877,456,2015-01,0,46.1,56,66
172,-121.8977,36.5877,456,2015-02,1.37,48.7,58.2,67.7
172,-121.8977,36.5877,456,2015-03,0.68,47.8,58.4,69
172,-121.8977,36.5877,456,2015-04,1.05,46.2,54.6,63.1
172,-121.8977,36.5877,456,2015-05,0.4,49.3,55.1,61
172,-121.8977,36.5877,456,2015-06,0,51.2,58.6,66
172,-121.8977,36.5877,456,2015-07,0.12,55.4,62.9,70.5
172,-121.8977,36.5877,456,2015-08,0.02,56.1,64.5,73
172,-121.8977,36.5877,456,2015-09,0,55.7,65.8,75.9
172,-121.8977,36.5877,456,2015-10,0.29,54.4,64.3,74.1
172,-121.8977,36.5877,456,2015-11,3.13,44.8,54.6,64.3
172,-121.8977,36.5877,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
173,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
173,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
173,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
173,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
173,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
173,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
173,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
173,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
173,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
173,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
173,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
173,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
173,-121.8988,36.5868,456,2015-01,0,46.1,56,66
173,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
173,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
173,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
173,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
173,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
173,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
173,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
173,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
173,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
173,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
173,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
174,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
174,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
174,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
174,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
174,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
174,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
174,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
174,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
174,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
174,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
174,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
174,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
174,-121.8988,36.5868,456,2015-01,0,46.1,56,66
174,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
174,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
174,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
174,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
174,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
174,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
174,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
174,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
174,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
174,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
174,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
175,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
175,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
175,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
175,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
175,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
175,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
175,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
175,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
175,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
175,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
175,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
175,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
175,-121.8988,36.5868,456,2015-01,0,46.1,56,66
175,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
175,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
175,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
175,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
175,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
175,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
175,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
175,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
175,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
175,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
175,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
176,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
176,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
176,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
176,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
176,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
176,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
176,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
176,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
176,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
176,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
176,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
176,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
176,-121.8988,36.5868,456,2015-01,0,46.1,56,66
176,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
176,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
176,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
176,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
176,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
176,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
176,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
176,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
176,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
176,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
176,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
177,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
177,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
177,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
177,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
177,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
177,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
177,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
177,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
177,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
177,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
177,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
177,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
177,-121.8988,36.5868,456,2015-01,0,46.1,56,66
177,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
177,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
177,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
177,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
177,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
177,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
177,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
177,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
177,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
177,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
177,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
178,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
178,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
178,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
178,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
178,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
178,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
178,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
178,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
178,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
178,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
178,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
178,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
178,-121.8988,36.5868,456,2015-01,0,46.1,56,66
178,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
178,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
178,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
178,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
178,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
178,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
178,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
178,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
178,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
178,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
178,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
179,-121.8988,36.5868,456,2014-01,0.08,46.2,56.8,67.5
179,-121.8988,36.5868,456,2014-02,3.86,46,53.2,60.3
179,-121.8988,36.5868,456,2014-03,2.59,47.8,56.4,65
179,-121.8988,36.5868,456,2014-04,1.6,47.1,55.5,64
179,-121.8988,36.5868,456,2014-05,0.14,50.8,59.7,68.7
179,-121.8988,36.5868,456,2014-06,0.02,50.2,58.1,66.1
179,-121.8988,36.5868,456,2014-07,0.05,54.6,61.8,68.9
179,-121.8988,36.5868,456,2014-08,0,55.6,62.3,69
179,-121.8988,36.5868,456,2014-09,0.27,55.3,63.3,71.4
179,-121.8988,36.5868,456,2014-10,0.22,53.2,63.4,73.6
179,-121.8988,36.5868,456,2014-11,2.46,49.2,58.4,67.7
179,-121.8988,36.5868,456,2014-12,9.04,48.6,55.6,62.6
179,-121.8988,36.5868,456,2015-01,0,46.1,56,66
179,-121.8988,36.5868,456,2015-02,1.37,48.7,58.2,67.7
179,-121.8988,36.5868,456,2015-03,0.68,47.8,58.4,69
179,-121.8988,36.5868,456,2015-04,1.05,46.2,54.6,63.1
179,-121.8988,36.5868,456,2015-05,0.4,49.3,55.1,61
179,-121.8988,36.5868,456,2015-06,0,51.2,58.6,66
179,-121.8988,36.5868,456,2015-07,0.12,55.4,62.9,70.5
179,-121.8988,36.5868,456,2015-08,0.02,56.1,64.5,73
179,-121.8988,36.5868,456,2015-09,0,55.7,65.8,75.9
179,-121.8988,36.5868,456,2015-10,0.29,54.4,64.3,74.1
179,-121.8988,36.5868,456,2015-11,3.13,44.8,54.6,64.3
179,-121.8988,36.5868,456,2015-12,3.74,42.5,50.3,58.1
,,,,,,,,
