catalognumber,swabdate,svl,tail,notes,zswab,logZE,BdStatus,status,date,decade,year,month,day,locality,latitude,longitude
105930,10/3/14,2.75,3.29,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105931,9/5/14,2.99,3.4,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105932,10/31/14,2.14,2.23,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105933,10/3/14,3.13,3.43,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105934,10/3/14,2.11,2.33,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105935,10/10/14,2.79,1.8,br,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105936,10/10/14,3.12,3.69,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105937,9/5/14,3.45,4.46,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105938,9/5/14,2.84,3.58,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105939,9/19/14,2.68,3.05,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105940,10/3/14,3.05,4.05,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105941,10/10/14,2.98,4.04,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105942,7/1/14,3.54,4.48,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105944,9/5/14,3.44,3.42,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105945,10/10/14,3.58,4.1,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105946,9/19/14,3.82,4.14,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105947,10/3/14,3.52,5,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105948,9/5/14,3.24,5.39,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105949,10/3/14,3.68,5.76,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105950,9/5/14,2.71,2.29,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105952,10/10/14,2.5,2.83,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105953,10/3/14,3.67,5.87,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105954,10/3/14,3.44,5.35,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105955,10/3/14,3.5,5.22,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105957,9/5/14,3.23,4.31,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105958,10/3/14,2.95,3.95,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105959,10/3/14,3.83,3.96,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105960,10/17/14,3.7,5.45,skin coming off tail,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105961,9/5/14,4,6.79,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105962,10/10/14,3.78,3.4,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., ca. 2 mi S Little Sur River",36.304992,-121.880577
105964,10/10/14,3.47,4.72,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105965,10/17/14,3.4,4.87,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105966,10/10/14,2.97,4.12,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105967,10/10/14,3.28,4.66,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105968,10/10/14,3.07,4.42,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105969,10/17/14,3.41,4.41,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105970,9/19/14,3.01,3.79,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105971,10/3/14,2.54,2.39,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105972,10/3/14,3.34,4.63,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105973,9/19/14,3.14,3.17,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105974,10/3/14,3.18,4.12,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105975,10/10/14,3.48,4.79,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105976,10/3/14,2.96,3.43,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105977,9/5/14,3.33,4.08,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105978,7/1/14,3.21,4.15,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105979,10/3/14,2.93,4.37,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105980,10/17/14,3.11,4.37,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105981,9/5/14,3.07,3.34,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105982,10/10/14,2.48,2.47,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105983,9/19/14,3.29,4.37,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105984,10/3/14,2.67,3.39,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105985,10/3/14,3.01,4.05,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105986,10/17/14,3.08,3.31,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105987,10/17/14,3.06,3.97,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105988,10/3/14,3.32,4.02,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105989,10/10/14,3.43,4.47,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105990,10/17/14,3.34,4.15,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105991,10/3/14,3.28,4.18,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105992,10/10/14,3.51,3.92,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105993,10/10/14,3.31,3.79,br,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd. vicinity, 1 mi S Little Sur River",36.317172,-121.863258
105995,10/17/14,3.72,4.29,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., just N Little Sur",36.331623,-121.861349
105996,9/5/14,3.08,3.41,,0,0,0.000000000,0,10/23/72,1970,1972,10,23,"Coast Rd., just N Little Sur",36.331623,-121.861349
155845,2/11/15,3.33,2.78,tail br,0,0,0.000000000,0,1/7/73,1970,1973,1,7,"Hwy. 46, Logpile, 1.1 mi SE Adelaida Rd.",35.643709,-120.70183
155311,5/1/15,2.8,3.62,DA,0,0,0.000000000,0,2/5/73,1970,1973,2,5,Don Dahvee Park,36.589239,-121.895024
155312,4/27/15,2.51,2.91,SL,0,0,0.000000000,0,2/5/73,1970,1973,2,5,Don Dahvee Park,36.589239,-121.895024
155313,3/4/15,2.6,2.78,KC,0,0,0.000000000,0,2/5/73,1970,1973,2,5,Don Dahvee Park,36.589239,-121.895024
155314,5/1/15,2.23,2.51,JE,0,0,0.000000000,0,2/5/73,1970,1973,2,5,Don Dahvee Park,36.589239,-121.895024
155315,4/25/15,26.09,29.9,,0,0,0.000000000,0,2/5/73,1970,1973,2,5,Don Dahvee Park,36.589239,-121.895024
155316,3/3/15,2.51,2.49,MC,0,0,0.000000000,0,2/5/73,1970,1973,2,5,Don Dahvee Park,36.589239,-121.895024
155000,11/21/14,3.29,5.03,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155001,11/7/14,3.52,5.76,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155002,11/7/14,3.61,4.54,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155003,11/7/14,3.91,6.37,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155004,11/7/14,3.51,4.53,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155005,11/7/14,3.62,4.42,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155006,12/19/14,2.89,4.22,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155007,12/5/14,3.36,4.33,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155008,11/7/14,3.1,4.22,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155009,11/7/14,3.6,4.95,,0,0,0.000000000,0,4/6/73,1970,1973,4,6,"Madrone Canyon Grid, Hastings Natural History Reservation",36.38842022,-121.5463352
155111,11/7/14,3.74,5.02,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155112,12/19/14,3.28,5.08,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155113,12/19/14,3.44,5.31,eggs,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155114,12/5/14,3.48,4.33,"eggs, losing skin",0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155115,12/5/14,3.22,4.41,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155116,1/14/15,3.22,4.5,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155138,12/19/14,4.41,6.29,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155139,12/19/14,4.01,5.87,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155140,1/14/15,3.18,5.48,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155141,12/5/14,4.17,3.27,br,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155142,12/5/14,3.51,5.68,losing skin,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155143,12/5/14,3.81,5.29,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155144,12/5/14,3.54,6.2,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155145,12/19/14,3.47,5.39,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155146,12/5/14,3.54,4.23,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155147,12/19/14,3.78,5.18,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155148,1/14/15,3.53,5.15,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155149,12/19/14,3.59,6.82,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155151,12/19/14,3.39,4.74,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155152,11/7/14,3.19,3.96,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155153,12/5/14,3.45,5.03,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155154,12/19/14,2.87,3.62,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155155,12/5/14,3.19,2.56,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155156,12/5/14,3.31,3.99,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155157,1/23/15,3.3,1.8,gr,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155158,12/19/14,2.78,3.06,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155159,12/5/14,2.78,3.82,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155160,1/14/15,2.75,3.73,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155161,12/19/14,2.93,2.76,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155163,11/7/14,2.86,3.61,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155164,1/14/15,2.84,3.49,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155165,12/19/14,2.53,2.71,br,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155166,1/14/15,2.84,2.02,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155167,1/14/15,2.67,3.06,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155168,12/19/14,1.68,3.05,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155169,12/19/14,1.97,3.09,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155170,12/19/14,2.34,2.49,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155171,12/19/14,2.44,2.06,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155172,12/19/14,2.23,2.37,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155173,1/23/15,2.37,2.47,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155174,1/23/15,1.54,0.87,,0,0,0.000000000,0,4/14/73,1970,1973,4,14,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
154961,1/23/15,3.54,--,broken off,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154962,1/23/15,3.2,4.89,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154963,12/5/14,2.85,3.01,br,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154964,1/23/15,3.48,3.68,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154965,12/5/14,2.91,3.04,gr,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154966,12/19/14,2.32,2.49,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154967,1/14/15,1.56,1.55,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154968,12/5/14,1.64,1.18,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
154969,1/14/15,1.45,0.31,br,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Abbott Lakes,36.234889,-121.482491
155085,1/14/15,3.43,4.04,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Jackson Camp [Ventana],36.325856,-121.783801
155086,1/14/15,3.45,5.05,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Jackson Camp [Ventana],36.325856,-121.783801
155087,1/23/15,3.59,4.95,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Jackson Camp [Ventana],36.325856,-121.783801
155088,12/5/14,3.76,4.54,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Jackson Camp [Ventana],36.325856,-121.783801
155089,12/19/14,2.86,3.84,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Jackson Camp [Ventana],36.325856,-121.783801
155090,12/19/14,3.16,4.3,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Jackson Camp [Ventana],36.325856,-121.783801
155091,1/14/15,4.44,6,eggs,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155092,1/23/15,4.1,6.36,eggs,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155093,11/21/14,3.54,3.46,gr,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155094,12/5/14,3.2,2.87,gr,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155095,12/5/14,3.28,4.69,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155096,12/5/14,3.84,3.62,br,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155097,12/19/14,3.55,5.44,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155098,1/23/15,4.85,5.36,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155099,12/5/14,3.2,0.45,gr,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155100,12/5/14,3.95,5.73,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155101,12/19/14,3.2,3.38,br,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155102,12/19/14,2.87,0.97,gr,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155103,1/14/15,2.25,2.3,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,0.5 mi S Jamesburg on Tassajara Rd.,36.364368,-121.585328
155104,12/5/14,3.55,4.58,eggs,0,0,0.000000000,0,4/15/73,1970,1973,4,15,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155105,11/21/14,3.56,5.09,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155106,11/7/14,3.27,5.41,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155107,12/5/14,3.51,5.09,losing skin,0,0,0.000000000,0,4/15/73,1970,1973,4,15,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155109,12/19/14,3.6,4.79,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155110,1/23/15,2.45,1.32,gr,0,0,0.000000000,0,4/15/73,1970,1973,4,15,1.4 mi E Laureles Rd. on G-16,36.486392,-121.737949
155326,3/4/15,3.32,3.5,KC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155327,4/27/15,2.85,3.86,SL,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155329,5/4/15,3.31,4.66,JE,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155330,4/25/15,29.51,39.54,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155331,4/25/15,31.53,36.36,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155332,2/11/15,3.17,4.04,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155333,4/27/15,3.42,3.97,MC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155334,5/2/15,2.97,4.22,MC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155335,4/27/15,3.31,4.64,MC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155336,5/2/15,3.23,4.63,MC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155343,4/27/15,3.29,4.72,MC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155344,4/25/15,33.54,45.93,PM,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155345,4/25/15,31.23,46.13,PM,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155346,2/11/15,3.38,4.44,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155347,3/4/15,3.61,3.6,KC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155348,3/4/15,3.43,3.92,KC has eggs,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155349,4/27/15,3.27,4.3,SL,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155350,4/27/15,3.18,4.48,SL,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155351,4/25/15,28.66,38.97,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155352,2/11/15,2.92,3.62,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155353,4/27/15,3.48,0.03,SL No tail ,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155354,2/11/15,2.94,3.75,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155355,4/27/15,2.97,3.51,MC,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155356,2/11/15,2.74,3.58,,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Don Dahvee Park,36.589239,-121.895024
155425,5/1/15,3.1,4.85,JE,0,0,0.000000000,0,4/15/73,1970,1973,4,15,Silver Camp,,
