"","X.1","X","lake.id","year","Bd.Status","Zscore","longitude","latitude","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","HFP2009","croplands2005","Built2009","NavWater2009","Popdensity2010","Roads","Railways","Pasture2009"
"1585",1585,1585,10408,2006,1,43.75,-118.430370040543,36.8258825854484,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25001263618469,0,0,0,1,0.250012636184692,0,0
"1586",1586,1586,10408,2006,1,131.1,-118.430370040543,36.8258825854484,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25001263618469,0,0,0,1,0.250012636184692,0,0
"1587",1587,1587,10408,2006,1,128.42,-118.430370040543,36.8258825854484,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25001263618469,0,0,0,1,0.250012636184692,0,0
"1588",1588,1588,10408,2006,1,9.69,-118.430370040543,36.8258825854484,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25001263618469,0,0,0,1,0.250012636184692,0,0
"1589",1589,1589,11081,2006,1,1361.56,-118.42873666788,36.8271862384502,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1590",1590,1590,11081,2006,0,0,-118.42873666788,36.8271862384502,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1591",1591,1591,11081,2006,1,437.1,-118.42873666788,36.8271862384502,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1592",1592,1592,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1593",1593,1593,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1594",1594,1594,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1595",1595,1595,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1596",1596,1596,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1597",1597,1597,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1598",1598,1598,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1599",1599,1599,11076,2005,1,1.85,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1600",1600,1600,11076,2005,1,2.57,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1601",1601,1601,11076,2005,1,7.3,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1602",1602,1602,11076,2005,1,2.16,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1603",1603,1603,11076,2005,1,114.25,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1604",1604,1604,11076,2005,1,3.29,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1605",1605,1605,11076,2005,1,6.91,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1606",1606,1606,11076,2005,1,6.92,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1607",1607,1607,11076,2005,1,5.19,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1608",1608,1608,11076,2005,0,0,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1609",1609,1609,11076,2005,1,1662.79,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1610",1610,1610,11076,2005,1,193.57,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1611",1611,1611,11076,2005,1,5518.89,-118.421943031863,36.8224006510817,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1612",1612,1612,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1613",1613,1613,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1614",1614,1614,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1615",1615,1615,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1616",1616,1616,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1617",1617,1617,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1618",1618,1618,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1619",1619,1619,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1620",1620,1620,11075,2005,1,91.41,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1621",1621,1621,11075,2005,1,2.04,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1622",1622,1622,11075,2005,1,2.17,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1623",1623,1623,11075,2005,1,2.83,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1624",1624,1624,11075,2005,1,14.81,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1625",1625,1625,11075,2005,1,19.38,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1626",1626,1626,11075,2005,1,31.41,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1627",1627,1627,11075,2005,1,1.67,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1628",1628,1628,11075,2005,1,3.15,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1629",1629,1629,11075,2005,1,9.29,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1630",1630,1630,11075,2005,1,16106,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1631",1631,1631,11075,2005,1,3196.56,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1632",1632,1632,11075,2005,1,2.48,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1633",1633,1633,11075,2005,1,15.29,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1634",1634,1634,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1635",1635,1635,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1636",1636,1636,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1637",1637,1637,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1638",1638,1638,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1639",1639,1639,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1640",1640,1640,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1641",1641,1641,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1642",1642,1642,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1643",1643,1643,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1644",1644,1644,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1645",1645,1645,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1646",1646,1646,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1647",1647,1647,11075,2005,0,0,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1648",1648,1648,11075,2005,1,171.18,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1649",1649,1649,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1650",1650,1650,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1651",1651,1651,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1652",1652,1652,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1653",1653,1653,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1654",1654,1654,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1655",1655,1655,11074,2005,1,2.98,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1656",1656,1656,11074,2005,1,79.47,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1657",1657,1657,11074,2005,1,706.51,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1658",1658,1658,11074,2005,0,0,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1659",1659,1659,11074,2005,1,1.79,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1660",1660,1660,11074,2005,1,6.82,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1661",1661,1661,11074,2005,1,1926.68,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1662",1662,1662,11074,2005,1,2386.85,-118.419241896492,36.8217493122289,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1663",1663,1663,11075,2005,1,59680.24,-118.420454817734,36.8218450846735,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000476837158,0,0,0,1,0.250004827976227,0,0
"1664",1664,1664,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1665",1665,1665,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1666",1666,1666,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1667",1667,1667,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1668",1668,1668,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1669",1669,1669,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1670",1670,1670,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1671",1671,1671,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1672",1672,1672,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1673",1673,1673,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1674",1674,1674,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1675",1675,1675,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1676",1676,1676,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1677",1677,1677,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1678",1678,1678,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1679",1679,1679,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1680",1680,1680,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1681",1681,1681,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1682",1682,1682,10413,2005,0,0,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1683",1683,1683,10413,2006,1,210.1,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1684",1684,1684,10413,2006,1,33.75,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1685",1685,1685,10413,2006,1,86.37,-118.420820004516,36.8154829255023,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1.25000619888306,0,0,0,1,0.250006169080734,0,0
"1686",1686,1686,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1687",1687,1687,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1688",1688,1688,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1689",1689,1689,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1690",1690,1690,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1691",1691,1691,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1692",1692,1692,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1693",1693,1693,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1694",1694,1694,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1695",1695,1695,11066,2005,0,0,-118.416320606579,36.8160910650113,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1696",1696,1696,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1697",1697,1697,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1698",1698,1698,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1699",1699,1699,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1700",1700,1700,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1701",1701,1701,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1702",1702,1702,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1703",1703,1703,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1704",1704,1704,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1705",1705,1705,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1706",1706,1706,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1707",1707,1707,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1708",1708,1708,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1709",1709,1709,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1710",1710,1710,10416,2005,1,0.66,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1711",1711,1711,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1712",1712,1712,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1713",1713,1713,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1714",1714,1714,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1715",1715,1715,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1716",1716,1716,10416,2005,1,2.9,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
"1717",1717,1717,10416,2005,0,0,-118.417638411084,36.8146647160732,5,110,41,5392,158,-109,267,-48,48,79,-54,718,120,16,61,321,65,82,316,1,0,0,0,1,0,0,0
