Continent.Region,Country,LocationDescription,Latitude,Longitude,Elevation.m.,DateCollected,Month,Day,Year,Decade,MuseumOrField,SampleID,FieldID,Order,Family,Genus,Species,Subspecies,SpeciesName,Lifestage,BdStatus,GEScore,ZEScore,BdMethodology,SwabCollector,PreviouslyReported,Comments,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
NorthAmerica,United States,"California_Tuolumne County_Gin Flat, 3 mi. NE of Crane Flat, Tuolumne Co., Ca.",37.76556111,-119.7735972,2142.1,1970,NA,NA,1986,1980s,Museum,SM531,CAS187874,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,85,141,45,6081,266,-44,310,16,166,167,16,966,171,6,77,470,31,39,470
NorthAmerica,United States,"California_Tuolumne County_Gin Flat, 3 mi. NE of Crane Flat, Tuolumne Co., Ca.",37.76556111,-119.7735972,2142.1,1970,NA,NA,1986,1980s,Museum,SM532,CAS187875,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) _Datum __Estimated elevation using GPS Visualizer,85,141,45,6081,266,-44,310,16,166,167,16,966,171,6,77,470,31,39,470
NorthAmerica,United States,"California_Tuolumne County_McClure Fork, head of Lyell Canyon, Yosemite National Park",37.765953,-119.273445,3201,1952,6,19,1915,1910s,Museum,MVZ5797,MVZ5797,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 170.5810152_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_head Lyell Canyon, near Upper Base Camp, Yosemite National Park",37.771775,-119.257337,3049,2000,7,6,1948,1940s,Museum,MVZ46811,MVZ46811,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_head Lyell Canyon at 10,000 ft, Yosemite National  Park",37.7721809,-119.2574555,3049,1952,7,23,1915,1910s,Museum,MVZ5798,MVZ5798,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 184.7539104_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_head Lyell Canyon at 10,000 ft, Yosemite National  Park",37.7721809,-119.2574555,3049,1952,7,23,1915,1910s,Museum,MVZ5799,MVZ5799,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 184.7539104_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_head of Lyell Canyon, Yosemite National Park",37.7769743,-119.2608776,2957,1942,7,20,1915,1910s,Museum,MVZ5802,MVZ5802,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 162.192_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1943,8,30,1915,1910s,Museum,MVZ5963,MVZ5963,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1943,8,30,1915,1910s,Museum,MVZ5964,MVZ5964,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1945,8,30,1915,1910s,Museum,MVZ5965,MVZ5965,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1945,8,30,1915,1910s,Museum,MVZ5966,MVZ5966,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1945,8,30,1915,1910s,Museum,MVZ5969,MVZ5969,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1945,8,30,1915,1910s,Museum,MVZ5970,MVZ5970,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1945,8,30,1915,1910s,Museum,MVZ5972,MVZ5972,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1945,8,30,1915,1910s,Museum,MVZ5977,MVZ5977,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1946,8,30,1915,1910s,Museum,MVZ5978,MVZ5978,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1946,8,30,1915,1910s,Museum,MVZ5979,MVZ5979,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1948,8,30,1915,1910s,Museum,MVZ5981,MVZ5981,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1948,8,30,1915,1910s,Museum,MVZ5982,MVZ5982,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1948,8,30,1915,1910s,Museum,MVZ5983,MVZ5983,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1951,8,30,1915,1910s,Museum,MVZ5984,MVZ5984,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1951,8,30,1915,1910s,Museum,MVZ5986,MVZ5986,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1951,8,30,1915,1910s,Museum,MVZ5989,MVZ5989,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1951,8,30,1915,1910s,Museum,MVZ5991,MVZ5991,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,30,1915,1910s,Museum,MVZ5994,MVZ5994,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,30,1915,1910s,Museum,MVZ5997,MVZ5997,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,30,1915,1910s,Museum,MVZ5999,MVZ5999,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,30,1915,1910s,Museum,MVZ6001,MVZ6001,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,30,1915,1910s,Museum,MVZ6008,MVZ6008,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,30,1915,1910s,Museum,MVZ6014,MVZ6014,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Vogelsang Lake, Yosemite National Park",37.78762,-119.34099,3155,1952,8,29,1915,1910s,Museum,MVZ6015,MVZ6015,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 403.945344_Datum __,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_Pond ca. 0.5 km NE of Townsley Lake, Yosemite National Park",37.79744,-119.32874,3232,1999,NA,NA,2004,2000s,Museum,MVZ245479,MVZ245479,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 31.569_Datum _MaNIS georeferencing guidelines_default GPS accuracy of 30 m,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Mariposa County_Pond ca. 0.5 km NE of Townsley Lake, Yosemite National Park",37.79744,-119.32874,3232,1999,NA,NA,2004,2000s,Museum,MVZ245480,MVZ245480,Anura,Hylidae,Pseudacris,regilla,NA,Pseudacris regilla,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 31.569_Datum _MaNIS georeferencing guidelines_default GPS accuracy of 30 m,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Mariposa County_near Porcupine Flat, Yosemite National Park",37.80526,-119.55632,2460,1942,7,2,1915,1910s,Museum,MVZ5775,MVZ5775,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 1610.953344_Datum __,61,136,45,5861,235,-65,300,-5,139,140,-5,853,150,9,73,410,37,46,410
NorthAmerica,United States,"California_Mariposa County_near Porcupine Flat, Yosemite National Park",37.80526,-119.55632,2460,1943,6,27,1915,1910s,Museum,MVZ5803,MVZ5803,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 1610.953344_Datum __,61,136,45,5861,235,-65,300,-5,139,140,-5,853,150,9,73,410,37,46,410
NorthAmerica,United States,"California_Mariposa County_near Porcupine Flat, Yosemite National Park",37.80526,-119.55632,2460,1943,7,1,1915,1910s,Museum,MVZ5804,MVZ5804,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 1610.953344_Datum __,61,136,45,5861,235,-65,300,-5,139,140,-5,853,150,9,73,410,37,46,410
NorthAmerica,United States,"California_Mariposa County_Porcupine Flat, Yosemite National Park",37.80634,-119.564302,2439,1990,NA,NA,1955,1950s,Museum,SM229,MVZ62910,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 609.6_Datum _not recorded_Error based on size of flat.,61,136,45,5861,235,-65,300,-5,139,140,-5,853,150,9,73,410,37,46,410
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus Nat. Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek,37.80761111,-119.9273056,1174.1,1958,NA,NA,1992,1990s,Museum,CAS185362,CAS185362,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1943,9,6,1915,1910s,Museum,MVZ6027,MVZ6027,Anura,Ranidae,Rana,muscosa,NA,Rana muscosa,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1952,9,6,1915,1910s,Museum,MVZ6017,MVZ6017,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1952,9,6,1915,1910s,Museum,MVZ6018,MVZ6018,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6019,MVZ6019,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6020,MVZ6020,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6021,MVZ6021,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6022,MVZ6022,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6023,MVZ6023,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6024,MVZ6024,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6025,MVZ6025,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_Evelyn Lake, Yosemite National Park",37.808237,-119.325511,3155,1953,9,6,1915,1910s,Museum,MVZ6026,MVZ6026,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30_Datum __,5,117,42,5435,162,-111,273,-38,77,80,-55,784,131,20,63,355,65,75,338
NorthAmerica,United States,"California_Tuolumne County_unnamed lake, ca. 1 km E (by trail) of Evelyn Lake, Yosemite National Park",37.81059,-119.0991,3171,2004,NA,NA,2004,2000s,Museum,SM120,MVZ245551,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,1,NA,7.0912,qPCR (Vredenburg Lab),Sam McNally,NA,took average of 2 1 qPCR's_ZE's 0.2624_13.92_Coordinate error (m) 11.569_Datum _MaNIS georeferencing guidelines_,34,133,44,5827,205,-92,297,-30,113,113,-30,543,91,15,61,244,47,47,244
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus Nat. Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek at Harden Flat Rd.,37.81240556,-119.9313361,1084.9,1958,NA,NA,1992,1990s,Museum,CAS185363,CAS185363,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus Nat. Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek at Harden Flat Road,37.81240556,-119.9313361,1084.9,1958,NA,NA,1992,1990s,Museum,CAS185364,CAS185364,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus Nat. Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek at Harden Flat Road,37.81240556,-119.9313361,1084.9,1958,NA,NA,1992,1990s,Museum,CAS185365,CAS185365,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus Nat. Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek at Harden Flat Road,37.81240556,-119.9313361,1084.9,1958,NA,NA,1992,1990s,Museum,CAS185366,CAS185366,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus Nat. Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek at Harden Flat Road,37.81240556,-119.9313361,1084.9,1958,NA,NA,1992,1990s,Museum,CAS185367,CAS185367,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,California_Tuolumne County_USA Calif. Stanislaus National Forest Tuolumne County T1S R19E Sec. 31 Soldier Creek at Harden Flat Road,37.81240556,-119.9313361,1084.9,1958,NA,NA,1992,1990s,Museum,CAS185368,CAS185368,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",116,147,45,6369,306,-17,323,43,201,202,43,1005,177,4,79,494,23,29,494
NorthAmerica,United States,"California_Tuolumne County_USA Calif. Stanislaus Forest, Tuolumne County. S. Forek of Tuolomne River T1S R18E S29",37.822,-120.0190278,898.9,1970,NA,NA,1992,1990s,Museum,CAS185370,CAS185370,Anura,Ranidae,Rana,catesbeiana,NA,Rana catesbeiana,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,"_Coordinate error (m) _Datum _Graphical Locater (http://www.esg.montana.edu/gl/trs-data.html) California, Mt. Diablo Meridian._Estimated elevation using GPS Visualizer",132,152,46,6446,326,-4,330,57,217,218,57,954,175,3,83,486,17,20,486
NorthAmerica,United States,"California_Mariposa County_on May Lake Rd., 1 mi NE California Hwy. 120, Yosemite National Park",37.826995,-119.498853,2658.4,1939,NA,NA,1962,1960s,Museum,SM231,MVZ146344,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30.48_Datum _not recorded_Error based on starting point.Estimated elevation using GPS Visualizer,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
NorthAmerica,United States,"California_Mariposa County_on May Lake Rd., 1 mi NE California Hwy. 120, Yosemite National Park",37.826995,-119.498853,2658.4,1943,NA,NA,1962,1960s,Museum,SM238,MVZ146343,Anura,Ranidae,Rana,sierrae,NA,Rana sierrae,NA,0,NA,0,qPCR (Vredenburg Lab),Sam McNally,NA,_Coordinate error (m) 30.48_Datum _not recorded_Error based on starting point.Estimated elevation using GPS Visualizer,30,126,44,5617,194,-89,283,-29,106,107,-31,769,133,15,68,357,49,59,348
